FILENAME;\Hard Disk2\Result\strain_B.csv
PROTOCOL;synthetic_test
FILE_VERSION;3.3;
DATE START;2026-09-01;08:00:00
DATE END;2026-09-02;04:00:00;;Last Reading;120;Timestamp;0
DEVICE;BL000-SYNTH
USER;test;COMMENT;synthetic data, not a real experiment
PLATETYPE;MTP-96-Round;LOT;UNKOWN
MTP ROWS;8
MTP COLUMNS;12
FILTERSETS;1;REFERENCE_MODE;2;MULTI_PMT;0;

FILTERSET;FILTERNAME;EX [nm];EM [nm];LAYOUT;FILTERNR;GAIN;PHASESTATISTICSSIGMA;SIGNALQUALITYTOLERANCE;REFERENCE VALUE;EM2 [nm];GAIN2;PROCESS PARAMETER
 1;Biomass;620;620;96MTP;1;20;1.00;100.00;179.00;;;SET TEMPERATURE [°C];30.00
;;;;;;;;;;;;SET HUMIDITY [rH];85.00
;;;;;;;;;;;;SET O2 [%];20.95
;;;;;;;;;;;;SET CO2 [%];0.00
;;;;;;;;;;;;SET SHAKER FREQUENCY [rpm];1000.00
;;;;;;;;;;;;SET CYCLE TIME [min];10
;;;;;;;;;;;;SET EXP TIME [h];0

READING;WELLNUM;CONTENT;DESCRIPTION;FILTERSET;TIME [h];AMPLITUDE;PHASE;ACT TEMP [°C];ACT HUMIDITY [rH];ACT O2 [%];ACT CO2 [%];COMMENTS;TEMP CHAMBER;TEMP TABLE;TEMP BOTTLE
C31;A11;X3;;1;5.06548;10.34;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C31;A12;X3;;1;5.07143;10.31;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C31;B01;X3;;1;5.07738;9.89;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C31;B02;X3;;1;5.08333;9.69;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C31;B03;X3;;1;5.08929;10.24;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C31;B04;X4;;1;5.09524;11.01;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C31;B05;X4;;1;5.10119;11.20;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C31;B06;X4;;1;5.10714;10.91;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C31;B07;X4;;1;5.11310;11.32;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C31;B08;X4;;1;5.11905;10.65;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C31;B09;B1;;1;5.12500;6.95;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C31;B10;B1;;1;5.13095;7.20;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C31;B11;B1;;1;5.13690;7.93;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
R;;;;1;5.16667;178.88;0.0;30.00;85.00;20.95;0.00;test measure for referencing ;30.0;30.0;30.0
C32;A01;X1;;1;5.17262;12.97;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C32;A02;X1;;1;5.17857;11.97;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C32;A03;X1;;1;5.18452;11.99;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C32;A04;X1;;1;5.19048;11.33;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C32;A05;X1;;1;5.19643;13.45;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C32;A06;X2;;1;5.20238;10.85;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C32;A07;X2;;1;5.20833;10.45;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C32;A08;X2;;1;5.21429;10.43;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C32;A09;X2;;1;5.22024;10.28;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C32;A10;X2;;1;5.22619;10.59;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C32;A11;X3;;1;5.23214;10.28;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C32;A12;X3;;1;5.23810;10.45;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C32;B01;X3;;1;5.24405;10.37;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C32;B02;X3;;1;5.25000;10.21;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C32;B03;X3;;1;5.25595;10.76;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C32;B04;X4;;1;5.26190;11.23;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C32;B05;X4;;1;5.26786;10.71;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C32;B06;X4;;1;5.27381;10.54;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C32;B07;X4;;1;5.27976;10.99;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C32;B08;X4;;1;5.28571;10.99;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C32;B09;B1;;1;5.29167;7.54;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C32;B10;B1;;1;5.29762;7.71;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C32;B11;B1;;1;5.30357;7.85;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
R;;;;1;5.33333;181.36;0.0;30.00;85.00;20.95;0.00;test measure for referencing ;30.0;30.0;30.0
C33;A01;X1;;1;5.33929;12.19;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C33;A02;X1;;1;5.34524;11.87;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C33;A03;X1;;1;5.35119;12.53;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C33;A04;X1;;1;5.35714;10.68;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C33;A05;X1;;1;5.36310;13.56;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C33;A06;X2;;1;5.36905;10.95;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C33;A07;X2;;1;5.37500;9.99;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C33;A08;X2;;1;5.38095;10.81;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C33;A09;X2;;1;5.38690;10.42;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C33;A10;X2;;1;5.39286;10.42;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C33;A11;X3;;1;5.39881;10.96;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C33;A12;X3;;1;5.40476;10.77;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C33;B01;X3;;1;5.41071;10.30;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C33;B02;X3;;1;5.41667;10.14;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C33;B03;X3;;1;5.42262;10.46;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C33;B04;X4;;1;5.42857;11.26;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C33;B05;X4;;1;5.43452;11.88;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C33;B06;X4;;1;5.44048;10.45;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C33;B07;X4;;1;5.44643;11.57;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C33;B08;X4;;1;5.45238;10.75;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C33;B09;B1;;1;5.45833;8.14;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C33;B10;B1;;1;5.46429;8.24;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C33;B11;B1;;1;5.47024;8.45;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
R;;;;1;5.50000;179.43;0.0;30.00;85.00;20.95;0.00;test measure for referencing ;30.0;30.0;30.0
C34;A01;X1;;1;5.50595;12.52;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C34;A02;X1;;1;5.51190;12.38;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C34;A03;X1;;1;5.51786;12.35;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C34;A04;X1;;1;5.52381;11.27;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C34;A05;X1;;1;5.52976;13.53;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C34;A06;X2;;1;5.53571;11.25;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C34;A07;X2;;1;5.54167;10.41;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C34;A08;X2;;1;5.54762;10.88;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C34;A09;X2;;1;5.55357;10.24;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C34;A10;X2;;1;5.55952;10.24;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C34;A11;X3;;1;5.56548;10.18;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C34;A12;X3;;1;5.57143;10.42;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C34;B01;X3;;1;5.57738;9.91;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C34;B02;X3;;1;5.58333;10.39;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C34;B03;X3;;1;5.58929;11.42;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C34;B04;X4;;1;5.59524;11.08;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C34;B05;X4;;1;5.60119;11.89;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C34;B06;X4;;1;5.60714;11.09;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C34;B07;X4;;1;5.61310;11.14;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C34;B08;X4;;1;5.61905;10.60;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C34;B09;B1;;1;5.62500;8.24;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C34;B10;B1;;1;5.63095;8.58;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C34;B11;B1;;1;5.63690;8.16;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
R;;;;1;5.66667;176.29;0.0;30.00;85.00;20.95;0.00;test measure for referencing ;30.0;30.0;30.0
C35;A01;X1;;1;5.67262;12.25;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C35;A02;X1;;1;5.67857;12.14;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C35;A03;X1;;1;5.68452;12.67;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C35;A04;X1;;1;5.69048;11.35;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C35;A05;X1;;1;5.69643;13.48;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C35;A06;X2;;1;5.70238;11.17;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C35;A07;X2;;1;5.70833;10.14;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C35;A08;X2;;1;5.71429;10.63;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C35;A09;X2;;1;5.72024;10.40;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C35;A10;X2;;1;5.72619;9.59;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C35;A11;X3;;1;5.73214;10.69;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C35;A12;X3;;1;5.73810;10.15;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C35;B01;X3;;1;5.74405;10.31;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C35;B02;X3;;1;5.75000;9.48;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C35;B03;X3;;1;5.75595;10.10;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C35;B04;X4;;1;5.76190;11.33;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C35;B05;X4;;1;5.76786;11.44;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C35;B06;X4;;1;5.77381;11.24;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C35;B07;X4;;1;5.77976;10.91;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C35;B08;X4;;1;5.78571;10.77;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C35;B09;B1;;1;5.79167;7.61;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C35;B10;B1;;1;5.79762;8.00;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C35;B11;B1;;1;5.80357;7.69;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
R;;;;1;5.83333;179.96;0.0;30.00;85.00;20.95;0.00;test measure for referencing ;30.0;30.0;30.0
C36;A01;X1;;1;5.83929;13.30;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C36;A02;X1;;1;5.84524;12.82;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C36;A03;X1;;1;5.85119;12.13;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C36;A04;X1;;1;5.85714;11.92;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C36;A05;X1;;1;5.86310;13.96;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C36;A06;X2;;1;5.86905;10.74;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C36;A07;X2;;1;5.87500;10.17;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C36;A08;X2;;1;5.88095;10.90;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C36;A09;X2;;1;5.88690;10.86;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C36;A10;X2;;1;5.89286;10.20;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C36;A11;X3;;1;5.89881;10.28;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C36;A12;X3;;1;5.90476;10.32;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C36;B01;X3;;1;5.91071;10.28;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C36;B02;X3;;1;5.91667;10.77;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C36;B03;X3;;1;5.92262;10.16;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C36;B04;X4;;1;5.92857;12.11;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C36;B05;X4;;1;5.93452;12.17;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C36;B06;X4;;1;5.94048;11.21;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C36;B07;X4;;1;5.94643;11.95;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C36;B08;X4;;1;5.95238;11.02;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C36;B09;B1;;1;5.95833;8.44;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C36;B10;B1;;1;5.96429;7.75;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C36;B11;B1;;1;5.97024;8.07;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
R;;;;1;6.00000;177.18;0.0;30.00;85.00;20.95;0.00;test measure for referencing ;30.0;30.0;30.0
C37;A01;X1;;1;6.00595;12.47;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C37;A02;X1;;1;6.01190;12.50;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C37;A03;X1;;1;6.01786;12.44;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C37;A04;X1;;1;6.02381;11.77;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C37;A05;X1;;1;6.02976;14.17;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C37;A06;X2;;1;6.03571;10.85;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C37;A07;X2;;1;6.04167;10.31;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C37;A08;X2;;1;6.04762;10.80;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C37;A09;X2;;1;6.05357;10.04;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C37;A10;X2;;1;6.05952;10.27;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C37;A11;X3;;1;6.06548;10.61;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C37;A12;X3;;1;6.07143;10.06;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C37;B01;X3;;1;6.07738;9.74;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C37;B02;X3;;1;6.08333;9.29;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C37;B03;X3;;1;6.08929;10.31;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C37;B04;X4;;1;6.09524;11.32;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C37;B05;X4;;1;6.10119;11.92;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C37;B06;X4;;1;6.10714;11.34;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C37;B07;X4;;1;6.11310;11.77;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C37;B08;X4;;1;6.11905;10.99;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C37;B09;B1;;1;6.12500;8.38;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C37;B10;B1;;1;6.13095;7.84;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C37;B11;B1;;1;6.13690;8.17;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
R;;;;1;6.16667;180.67;0.0;30.00;85.00;20.95;0.00;test measure for referencing ;30.0;30.0;30.0
C38;A01;X1;;1;6.17262;14.18;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C38;A02;X1;;1;6.17857;13.07;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C38;A03;X1;;1;6.18452;12.67;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C38;A04;X1;;1;6.19048;12.40;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C38;A05;X1;;1;6.19643;14.01;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C38;A06;X2;;1;6.20238;11.11;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C38;A07;X2;;1;6.20833;10.42;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C38;A08;X2;;1;6.21429;10.70;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C38;A09;X2;;1;6.22024;11.17;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C38;A10;X2;;1;6.22619;10.59;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C38;A11;X3;;1;6.23214;10.63;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C38;A12;X3;;1;6.23810;10.30;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C38;B01;X3;;1;6.24405;10.14;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C38;B02;X3;;1;6.25000;10.26;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C38;B03;X3;;1;6.25595;10.48;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C38;B04;X4;;1;6.26190;11.28;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C38;B05;X4;;1;6.26786;11.62;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C38;B06;X4;;1;6.27381;11.15;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C38;B07;X4;;1;6.27976;11.71;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C38;B08;X4;;1;6.28571;10.88;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C38;B09;B1;;1;6.29167;8.04;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C38;B10;B1;;1;6.29762;8.25;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C38;B11;B1;;1;6.30357;9.02;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
R;;;;1;6.33333;180.53;0.0;30.00;85.00;20.95;0.00;test measure for referencing ;30.0;30.0;30.0
C39;A01;X1;;1;6.33929;12.63;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C39;A02;X1;;1;6.34524;13.01;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C39;A03;X1;;1;6.35119;13.11;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C39;A04;X1;;1;6.35714;12.24;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C39;A05;X1;;1;6.36310;14.91;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C39;A06;X2;;1;6.36905;11.37;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C39;A07;X2;;1;6.37500;9.82;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C39;A08;X2;;1;6.38095;11.08;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C39;A09;X2;;1;6.38690;10.81;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C39;A10;X2;;1;6.39286;10.55;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C39;A11;X3;;1;6.39881;11.21;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C39;A12;X3;;1;6.40476;9.94;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C39;B01;X3;;1;6.41071;10.59;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C39;B02;X3;;1;6.41667;9.57;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C39;B03;X3;;1;6.42262;10.60;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C39;B04;X4;;1;6.42857;11.69;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C39;B05;X4;;1;6.43452;12.56;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C39;B06;X4;;1;6.44048;11.13;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C39;B07;X4;;1;6.44643;11.17;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C39;B08;X4;;1;6.45238;11.42;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C39;B09;B1;;1;6.45833;7.80;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C39;B10;B1;;1;6.46429;8.70;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C39;B11;B1;;1;6.47024;7.78;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
R;;;;1;6.50000;177.43;0.0;30.00;85.00;20.95;0.00;test measure for referencing ;30.0;30.0;30.0
C40;A01;X1;;1;6.50595;13.86;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C40;A02;X1;;1;6.51190;13.14;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C40;A03;X1;;1;6.51786;13.48;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C40;A04;X1;;1;6.52381;11.68;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C40;A05;X1;;1;6.52976;14.88;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C40;A06;X2;;1;6.53571;10.80;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C40;A07;X2;;1;6.54167;10.60;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C40;A08;X2;;1;6.54762;10.52;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C40;A09;X2;;1;6.55357;10.15;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C40;A10;X2;;1;6.55952;10.18;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C40;A11;X3;;1;6.56548;10.67;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C40;A12;X3;;1;6.57143;10.56;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C40;B01;X3;;1;6.57738;10.19;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C40;B02;X3;;1;6.58333;10.11;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C40;B03;X3;;1;6.58929;10.60;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C40;B04;X4;;1;6.59524;12.37;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C40;B05;X4;;1;6.60119;11.50;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C40;B06;X4;;1;6.60714;11.59;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C40;B07;X4;;1;6.61310;11.51;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C40;B08;X4;;1;6.61905;11.16;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C40;B09;B1;;1;6.62500;7.71;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C40;B10;B1;;1;6.63095;8.39;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C40;B11;B1;;1;6.63690;7.43;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
R;;;;1;6.66667;176.63;0.0;30.00;85.00;20.95;0.00;test measure for referencing ;30.0;30.0;30.0
C41;A01;X1;;1;6.67262;13.57;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C41;A02;X1;;1;6.67857;12.91;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C41;A03;X1;;1;6.68452;13.53;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C41;A04;X1;;1;6.69048;12.50;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C41;A05;X1;;1;6.69643;14.31;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C41;A06;X2;;1;6.70238;11.17;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C41;A07;X2;;1;6.70833;10.13;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C41;A08;X2;;1;6.71429;10.77;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C41;A09;X2;;1;6.72024;10.58;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C41;A10;X2;;1;6.72619;10.79;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C41;A11;X3;;1;6.73214;10.57;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C41;A12;X3;;1;6.73810;9.78;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C41;B01;X3;;1;6.74405;9.77;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C41;B02;X3;;1;6.75000;10.20;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C41;B03;X3;;1;6.75595;9.86;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
